,Emotion,Sentence
1149,Enjoyment,per đã hiểu tại sao thằng bạn mình đam mê gym .. thì ra đây là nơi nó được sống thật với giới tính của mình ..🤣🤣🤣
799,Enjoyment,họ vui là được rồi :)))
1531,Enjoyment,đáng yêu phết nhể
639,Sadness,có móng tay dài cũng khổ
412,Sadness,"cậu ấy tán tôi , tôi từ chối . thế là từ đó chúng tôi đéo làm bạn được nữa !!!"
1721,Enjoyment,per nhìn đẹp thiệt mày
548,Sadness,mùa mưa đến sớm rồi huhu
1938,Disgust,có mà đầy người như vậy ý ... ăn vô máu họ rồi
320,Other,tình hình này tháng sau cũng đi tập gym mất
842,Other,nhiều khi chỉ ước gì mấy đứa bá dơ này có thể chết thay cho chị nữ sinh giao gà thì hay biết mấy ...
1723,Disgust,bởi vậy không nên bình luận trên facebook làm gì . nhìu đứa nó nhây cãi lộn mệt người .
1568,Sadness,giờ anh gù lấy đâu ra chỗ ở :'(
264,Other,"chúc mày mau khỏi nhá , team thích ăn thịt gà như tao ??"
1475,Sadness,tiếc là 23 cái xuân rồi chưa gặp được em . có ai giống tôi không
1471,Sadness,gặp được em nhưng sẽ chỉ quan tâm và bảo vệ em từ xa
1292,Enjoyment,bộ phim việt lần đầu xem thấy hay cảnh quay đẹp !!
1385,Sadness,"ngày chia tay , chúng tôi đã ôm nhau khóc"
127,Enjoyment,thật đúng đắn khi đã follow page này !
326,Disgust,đm mẹ bạn thân
27,Disgust,chưa nhớ vụ công viên nước hồ tây à :)) mấy con chó đực nứng dái
524,Anger,"đọc bình luận không thấy ai khen cute dễ thương đáng yêu này nọ nữa nhỉ :))))) một ngày đẹp trời bạn ra ngõ đứng hít không khí , con mèo sẽ kệ mẹ bạn , con chó vẫn sẽ đi đái bậy , nhưng con một lằn này thì đéo , nó phi con mẹ nó ra dí chạy như một con điên"
1132,Sadness,21 năm chưa crush ai thì có gọi là ế thâm niêm không hả các bác
1843,Other,ơ thế chưa ai dẫn ngài trump đi ăn bún đậu mắm tôm hả ?
385,Fear,trích mà như vầy rồi . sao dám coi phim đây 😢
1324,Sadness,cô ấy hết thương tao rồi
939,Sadness,"dăm ba cái thể hiện tình cảm này ngày xưa tao đầy , nhưng từ ngày cưới xong đi qua đường chắc chồng tao rơi mất não nên chưa thấy lặp lại bao giờ . 😌"
1740,Surprise,wow không thê tin được bô mong tay day thât kinh
142,Other,"nhìn này thần sắc thế kia thì đeo sao đâu , yên tâm đi không được hốc hôm nay thì hôm sau hốc lo cái đéo gì chứ"
705,Disgust,có cái lol chuột nó sợ
1495,Disgust,có đến hàng trăm năm sau đi nữa thì trẻ trâu vẫn luôn tồn tại theo thời gian 😀
1192,Enjoyment,đụ mẹ cười ỉa ????????
1526,Sadness,xem xong thấy buồn quá
1281,Disgust,diễn vãi
122,Fear,"bị ngỗng mổ sợ vãi_chưởng , hồi bé tao đã không sang nhà b tao cả tuần trời vì nhà nó mới nuôi ngỗng mà bình thường tao toàn ăn chùa cơm nhà nó thiếu điều làm con nuôi nhà nó nữa thôi :))) nhắc lại mới thấy sợ vãi"
593,Anger,cho chết
1956,Surprise,per sao chủ đề gái mê tiền dạo này hot nhỉ :)))
149,Enjoyment,"ra đi là lựa chọn đúng , ở lại incheon để gánh team làm gì cho mệt ra lại bị tiếng xấu ."
59,Fear,người trái đất thật đáng sợ mà - _ -
208,Enjoyment,"per tải thử cái này cho cún đi chị , hay phết này"
437,Anger,phải cho chúng nó vào tù hết 1 lượt cho chúng nó ăn chính thực phẩm chúng nó bán đi cho nó nhớ
137,Fear,trông rợn vãi :))
108,Other,"rồi , chợt mình tỉnh giấc :) mơ đủ rồi đó"
172,Disgust,thấy chưa ... ổng lấy váy cưới của vợ kìa . t nói đâu có sai . :v
179,Fear,vãi linh hồn .
308,Fear,per hồi nhỏ chuyên gia đi ngang nhà hàng xóm là bị nguyên bầy ngỗng nó dí nó rượt chạy khóc la um xùm .. giờ còn ám ảnh 😭
1155,Sadness,chủ thớt sấp mặt rồi
297,Fear,thế giới này thật đáng sợ ai chả đĩa bay cho tao về hành tinh tao đi
359,Other,per nhịn ăn để đi
630,Enjoyment,mình còn để ảnh bạn ấy trong thẻ học sinh xong bị thấy cơ
311,Disgust,thằng lồn nào chế ra cái này tao nghĩ nó hơi bị thiêu muối đấy nhạt vãi lol ra
113,Disgust,bộ cứ thân là ở với nhau đuợc à ?? sai lầm vãi
406,Anger,nói tóm lại mau axít đậm đặc bỏ vào thùng nhựa để kế bên cho nó thấy chắc là ổn nhớ đừng làm chuyện dại nhá
1555,Sadness,thôi xong . chia buồn cùng quý quốc
1716,Other,nhà tạp hoá đấy hả ... :))))
843,Enjoyment,"đúng vô cùng , không cần biết làm mệt việc nhiều lương thấp ra sao , làm ở 1 nơi đồng nghiệp như những ngừoi chị trong gia đình , đi làm mà cảm giác thoải mái vui vẻ như ở nhà . nơi có thể ở 9 tiếng 1 ngày"
44,Fear,nó bể 1 phát lúng tới cổ dume tởn tới già
351,Fear,per coi phim này chắc chết luôn trong rạp 😂
565,Other,sống chậm lại và yêu thương nhiều hơn các bạn ạ
368,Enjoyment,đi chơi lụm được tờ 2k rách mua băng keo 5k dán lại tờ 2k 🤔
235,Fear,tao coi tao sợ nó lọt quá bây
484,Anger,uổng phí công sức bao người !
155,Fear,tao sợ ma nên không dám coi lun
1840,Disgust,"ủi ui , mời người ta đến nhà ăn tiệc , lại đãi mỗi càrôt là thế nào , lần sau bà mời tiệc thì mày tự biết rồi đấy"
1810,Surprise,per ý nghĩa giống phim không ???
344,Other,cuộc đời bạn đáng giá bao nhiêu tiền
857,Disgust,nhìn bên dưới cầu bẩn đéo chịu được . lỡ té xuống nước thì tha hồ mà tắm và hưởng thụ sự trong sạch đến mắc ói của nước và rác thải .
784,Enjoyment,"thường thì người thuận tay trái sẽ bị bệnh này :v , riêng tao thuận vả 2 tay nên chả sao"
5,Disgust,cố tỏ ra nguy hiểm vãi 😂
209,Fear,"ôi dume giật nảy mình , tí thì rơi điện thoại"
1227,Enjoyment,tụt quần nó ra cho nó chén :)))
111,Enjoyment,một cách bán hàng nta gọi là đẳng cấp
1105,Enjoyment,yêu quá đi mất nhìn cưng khủng khiếp ??
1917,Surprise,sao chúng nó dã man thế nhỉ
855,Sadness,cầu cho chú luôn mạnh khoẻ ạ 😢
431,Anger,ăn bớt của trẻ vậy mà bị khiển trách thì lần sau còn làm tiếp và mạnh hơn nữa đúng lả luật của việt nam không có chức quyền ăn trộm ổ bánh mì phải đi tù còn có chức ăn 150trieu thì bị khiển trách thôi
460,Other,thích cái đầm nào mua cho bận ngủ cho mát nè :))) per
1439,Disgust,ôi đàn bà là những niềm đau 🤣
380,Fear,tao thề . nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn 😓
1655,Enjoyment,"ôi những con người dễ bị ám ảnh với quá khứ , ôm nhau cái nào"
290,Fear,sợ con này lắm :((
568,Other,"tháng 10 đến rồi , nghe bài này quá chuẩn"
869,Sadness,mở máy lên .. rồii lại đặt xuống ... cả ngày nay tôi đều như vậy để chờ anh nhắn chúc tôi .. giờ này chắc anh quên ngày này thật rồi .. cô đơn quá mức rồi đấy 😭😭
1755,Surprise,chủ tịch giả vờ cầm cây củi mục múa vỏ và cái kết !
702,Enjoyment,cười ỉa phút 1 : 11
1154,Enjoyment,bài nhạc hay khi nó đúng tâm trạng ... nhạc hay !!!!!
1095,Disgust,tao nói thiệc cả đời tao chưa gặp con đỉ gia cầm nào sân si bằng con ngỗng . đỉ chó . :)
1422,Enjoyment,per mày phải thấy may mắn khi cuộc đời mày được gặp tao :)))
1013,Other,nguyên nhân là gì vậy ??
794,Enjoyment,còn tao vẫn nhớ ngày nhỏ cứ nghỉ học chủ nhật đi quét lá tre về nấu cơm
1425,Enjoyment,còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười
1215,Other,""" tim anh em lấy em chơi , quả báo đến sớm em ơi ..."""
433,Anger,per facebook cứ để tao phải xem được những cái lãng mạn là sao cay vãi :))
1933,Anger,đúng là không thể chấp nhận được
1246,Sadness,thêm đường hay cho thêm bánh gato về tẩm bổ :)
235,Other,nhớ cái váy với bộ tóc chấm bi đen trắng của anh huy ghê
1959,Surprise,list này không có liệt kê công việc của dân chứng khoán sao ?
833,Other,đó là của bạn thôi bạn hài lòng với nó thì đâu có gì để nghĩ ngợi đâu
319,Disgust,đcm anh da đen fake
600,Enjoyment,dễ thương ghê ! làm mình nhớ các cậu bạn cùng lớp hồi học cấp 2 quá !
1671,Enjoyment,đáng yêu như em tao ý . cứ mỗi lần nó quyết định ngủ ở đâu là nó lại đấu tranh tư tưởng 🤣🤣
1041,Enjoyment,cái này chỉ sướng mấy anh đèo mấy em ngực bự đi đường này nẩy tâng tâng
638,Other,per rất là thực tế nhé chú .
1481,Sadness,tội cho chàng trai ấy
1585,Disgust,gì cũng được chứ yêu 1 người vô tâm thì đéo 🙂
780,Other,cầu này chỉ dành cho những ai chân dài thì đúng hơn 🙂
717,Enjoyment,nhây qua ́ nhaaaa 😂😆
1002,Enjoyment,nghe có trà sữa là thích rồi
1448,Enjoyment,xinh quá !
909,Sadness,nhiều lúc tủi thân vãi_chưởng huhu
1724,Sadness,và đương nhiên sẽ có ngày cô ấy sốc vì giới tính thật của cô ấy !!!
1389,Disgust,coi mệt vãi - _ -
411,Other,per nhện mượn hố xí tỏ tình đó thì sao nàooooo
1905,Enjoyment,hahahaha . thâm nữa . mà thiệt chỉ có trong cổ tích nhé
995,Disgust,quá sàm
257,Enjoyment,dùng cây sắt rùi làm lại đi . mình mún xem típ :3
173,Disgust,vcb làm việc kiểu hách dịch thì có :v
33,Enjoyment,:v trời giờ mới biết thế giới có dạng hợp thể vầy đấy :v
1198,Other,chấm cho tôi lên top đi mà :v
659,Enjoyment,"toàn anh đẹp trai . đau tim , tan nát cõi lòng của tao ... a ................................ a"
309,Fear,per đồng nghiệp không tốt ta có thể bị chửi và ăn đòn từ sáng đến tối 🙄
668,Sadness,câu chuyện của mày làm tao buồn quá
1193,Sadness,tận cùng của nỗi đau :(
305,Other,khi tao cảm nắng một ai đó xin thượng đế cũng tát tao một cái như cách sóng xô vào cát cho tao tỉnh con mẹ nó ngộ 😂
1443,Sadness,gu của tôi trời ơi . tiếc mới có chồng với đứa con thôi . huhu
469,Anger,"xe đỗ ngay giữa cửa hàng và cửa nhà bạn luôn , khách lên và xuống không được thoải mái và hơn nữa là vào hát karaoke thì theo bạn sẽ là mấy tiếng mới ra ?"
1453,Disgust,kéo quần lên rồi nói chuyện tiếp ... kém sang
1536,Anger,"nếu không xin lỗi em tao , tao hứa cắt tiết từng đứa ... nhưng tao kô giết 🙄. học hành cái lồn gì bọn này ."
1071,Disgust,nhân văn ? thế nhân văn ở đâu cho những em học thật thi thật ?
1886,Enjoyment,thật đáng khâm phục các bạn ... chúc các bạn gặp nhiều may mắn trong cuộc sống ...
137,Enjoyment,đm main mới hay quá đi
335,Disgust,per địt mẹ mày rep ib cho tao
392,Fear,hú hồn
982,Enjoyment,m nói chuyện cũng cute ngoan ngoãn cơ chứ tao toàn okay anh =)))
809,Sadness,kẻ ô điểm lời phê :((
19,Disgust,bọn dân trí thấp tưởng thế là hay .
707,Other,mắt còn xanh như bé không anh ??
379,Other,coi mần cái mặt kìa trời 🤣
1928,Disgust,hỏi họ xem đã cho ai được tý gì chưa mà thiếu ý thức vậy ?
448,Enjoyment,hhaahhaah ! t đã may mắn như thế 😂
1799,Disgust,"lạy mấy ba mấy má , con người ta đã làm video giải trí cho mấy ba mấy má coi rồi , dume mở miệng ra là bảo người ta sân si , vô duyên vửa thôi"
1531,Anger,em tao thì cứ xác định bố thịt từng đứa 🙂🙂🙂🙂🙂 bố mẹ bênh thì thịt cả bố mẹ luôn sợ máu lồn 🙂🙂🙂🙂🙂🙂
1836,Surprise,ko biết ai phối ra cái giống ngáo vô địch này nữa
1158,Enjoyment,mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ
57,Fear,sợ thì vkl
342,Fear,clm đêm rồi tha cho tao 🙂 tao đéo muốn chạy xuống dưới nhà hoặc là nhịn đến sáng mai đâu 🙂 con gì thì con kệ mẹ 🙂 đừng nhắc đến nhện 🙂
529,Anger,"đỗ ở đường cấm đỗ và đỗ gần ngã ba là sai hoàn toàn rồi vẫn có người vào bênh . em là chủ thớt thì em cứ để họ đỗ thoải mái rồi gọi phường tới làm việc thôi , cần gì phải nói nhiều"
58,Enjoyment,may quá lớp tao không phải thế :))
863,Enjoyment,"võ nghệ cao siêu đến mấy cũng phụ thuộc vào hung khí , em biết được điều này lên không bao giờ em học võ mà tự xắm cho mình khẩu hoa cải !"
1236,Other,phải chi lúc mà thằng per bị bảo câm mồm thì đập bàn đứng lên quát “ bên tao cả một đội quân ” 🤔
1840,Enjoyment,chúng tôi gọi đây nà chất :v
644,Other,"per nuôi móng đi anh , mai mốt cắt đem vô triển lãm"
548,Other,"kể mà mình cũng được tỏ tình lãng mạn kiểu này . ôi , ngủ thôi . muộn rồi :3"
628,Other,nếu người dân mà làm thế này thì phải truy cứu trách nhiệm hình sự
1681,Disgust,nhìn thấy ghê à
1709,Enjoyment,ông bà xinh quá 🧐🧐
1402,Sadness,"tao cũng là người cuối cùng ra khỏi căn phòng ấy , ngắm nghía lần cuối rồi rời đi , khép lại 3 năm đẹp nhất của đời người . tao không khóc nhưng trong lòng rối bời , muốn ôm hết all vào mình ."
1678,Disgust,nhìn khó chịu vãi
1333,Enjoyment,hmm hãy tưởng tượng nó là một chú gián xink xắm xoè cánh thiên thần bay đến ... 😞
570,Anger,xin phép phẫn nộ
197,Fear,per thể loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp
178,Other,thế cuối cùng có chống được chuột không
1130,Enjoyment,đám tụi tao đi chơi xưa nay đều dọn sạch đồ mình kêu hoặc xếp lại gọn một chút cho người ta đỡ dọn .. cái này là sự ý thức thôi …
786,Disgust,"per vong đòi ít thế nhờ , phải 2 tỷ rồi cho trả góp chứ"
202,Fear,cái video đầu làm hết hồn per per
1035,Enjoyment,phim hay vãi ấy xem lâu lắm rồi
218,Anger,chồng tao mà nói thế tao lại vả vỡ con mẹ nó mồm :))
222,Fear,thật đáng sợ
1895,Enjoyment,per đem rác về nhà vứt luôn haha
1701,Enjoyment,thế mà cũng 5 năm rồi . ❤️
775,Other,bếp dầu này hiện đại rồi
1726,Enjoyment,chẳng hiểu sao tao cười sặc sụa
402,Other,ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣🤣
199,Other,chỉ cần chọn đúng người đúng thời điểm thôi
1396,Sadness,kết thúc 3 năm cấp 3 là khoảng tg đẹp nhất nhưng nó cho ta nhiều kỷ niệm đầy tiếc nuối 🤔
1956,Disgust,bán vé số tháng kiếm 100tr nha . nghe ông lol nao trong quốc hội nói vậy .
